Date,P.D,Temp
2017-03-14,18659.0875,10.2
2017-03-14,17253.2425,8.9
2017-03-14,16721.69125,7.7
2017-03-14,15908.00125,7
2017-03-14,15440.71,6.1
2017-03-14,14500.075,4.9
2017-03-14,14401.73875,4.4
2017-03-15,13800.5725,4.6
2017-03-15,13374.265,3.7
2017-03-15,13197.7075,3
2017-03-15,13133.81875,2.5
2017-03-15,13174.8925,1.9
2017-03-15,14090.85625,1.2
2017-03-15,15316.00375,0.8
2017-03-15,17494.63375,0.4
2017-03-15,19279.0525,1.5
2017-03-15,19677.56125,4.8
2017-03-15,19248.01375,7.7
2017-03-15,19191.71875,9.5
2017-03-15,18707.36125,10.3
2017-03-15,18909.97375,11.4
2017-03-15,18926.44375,12.3
2017-03-15,18777.55,13.1
2017-03-15,18662.5525,12.7
2017-03-15,17911.91875,11
2017-03-15,16745.5075,9.6
2017-03-15,16399.60375,7.9
2017-03-15,15644.4025,6.7
2017-03-15,15286.34875,5.5
2017-03-15,14453.2075,4.4
2017-03-15,14277.4825,3.9
2017-03-16,13675.77625,3.6
2017-03-16,13300.915,3.2
2017-03-16,13147.92625,2.5
2017-03-16,13164.97,2.1
2017-03-16,13176.625,2
2017-03-16,13541.8225,1.8
2017-03-16,15232.18,1.3
2017-03-16,17480.27875,1.1
2017-03-16,19338.52,1.9
2017-03-16,19178.35375,4.8
2017-03-16,19310.02375,7.6
2017-03-16,19001.4925,9.4
2017-03-16,18533.785,10.5
2017-03-16,18460.885,11.6
2017-03-16,18566.59,12
2017-03-16,18825.1375,12.2
2017-03-16,18686.23375,13.4
2017-03-16,17940.8875,11.6
2017-03-16,16953.43,9.7
2017-03-16,16535.66125,7.5
2017-03-16,15779.77375,6.1
2017-03-16,15237.8725,5.3
2017-03-16,14794.9825,4.6
2017-03-16,14268.83125,4
2017-03-17,13569.61,3.7
2017-03-17,13117.18,3.3
2017-03-17,12998.605,2.7
2017-03-17,12977.5675,2.4
2017-03-17,13409.82625,1.9
2017-03-17,13741.92625,1.9
2017-03-17,15224.54125,1.7
2017-03-17,17430.95875,1.3
2017-03-17,19226.84125,2.2
2017-03-17,19306.53625,5
2017-03-17,19322.39875,7.4
2017-03-17,19023.0925,10.8
2017-03-17,18714.91,12.3
2017-03-17,18887.845,13
2017-03-17,18804.235,14.4
2017-03-17,18575.64625,15.1
2017-03-17,18551.14375,15.5
2017-03-17,17727.475,14.1
2017-03-17,16500.89875,11.4
2017-03-17,16153.9825,9
2017-03-17,15388.61125,7.8
2017-03-17,14807.92,7.4
2017-03-17,14647.585,7
2017-03-17,14154.30625,6.6
2017-03-18,13504.23625,6.6
2017-03-18,13107.20125,6.6
2017-03-18,12914.46625,6.5
2017-03-18,12893.76625,6.4
2017-03-18,13046.56375,6.2
2017-03-18,13215.67375,6.1
2017-03-18,13862.9425,5.9
2017-03-18,14379.75625,6.1
2017-03-18,15223.9225,6.5
2017-03-18,15817.64125,8
2017-03-18,16448.72125,10.9
2017-03-18,16414.99375,12.8
2017-03-18,16049.66125,14.4
2017-03-18,15758.93875,15.7
2017-03-18,15547.77625,15.7
2017-03-18,15363.79375,15.1
2017-03-18,15447.28,14.2
2017-03-18,14943.1675,12.8
2017-03-18,14628.6625,11.3
2017-03-18,14739.23875,9.7
2017-03-18,14265.31,8.9
2017-03-18,14166.2875,8.3
2017-03-18,14195.6725,7.5
2017-03-18,13955.89,6.9
2017-03-19,13579.06,6.3
2017-03-19,13122.90625,5.9
2017-03-19,12949.7125,5.4
2017-03-19,12897.54625,4.8
2017-03-19,12896.365,4.4
2017-03-19,12604.48375,4
2017-03-19,12842.80375,3.6
2017-03-19,13216.07875,3.3
2017-03-19,13869.52375,4.3
2017-03-19,14193.2425,6.9
2017-03-19,14861.425,10.5
2017-03-19,15026.035,13.3
2017-03-19,14805.5125,14.9
2017-03-19,14877.83875,16.5
2017-03-19,14997.0775,18.1
2017-03-19,14874.6775,18.8
2017-03-19,14929.645,17.3
2017-03-19,14605.735,17.4
2017-03-19,14591.1775,16.4
2017-03-19,14893.52125,14.7
2017-03-19,14380.29625,13.7
2017-03-19,14481.63625,12.5
2017-03-19,14578.3075,11.5
2017-03-19,14193.86125,10.2
2017-03-20,13663.31125,9.4
2017-03-20,13353.385,8.6
2017-03-20,13192.99375,8.2
2017-03-20,13128.55375,7.5
2017-03-20,13193.3875,6.8
2017-03-20,13410.41125,6.3
2017-03-20,14872.97875,6.2
2017-03-20,16934.00125,6
2017-03-20,18966.89875,7.8
2017-03-20,18663.115,9.7
2017-03-20,19151.005,11.3
2017-03-20,19149.80125,12.6
2017-03-20,18791.46625,13.2
2017-03-20,19148.2825,13.7
2017-03-20,19044.6025,14.3
2017-03-20,18967.97875,15.3
2017-03-20,18898.8475,15.2
2017-03-20,18219.87625,14.3
2017-03-20,17093.4475,13
2017-03-20,16714.89625,12.3
2017-03-20,15856.81375,10.2
2017-03-20,15181.49875,9
2017-03-20,14918.85625,8.7
2017-03-20,14296.2925,8.2
2017-03-21,13583.21125,7.7
2017-03-21,13204.93,7.2
2017-03-21,12941.32,6.4
2017-03-21,12944.9875,6
2017-03-21,13036.57375,5.7
2017-03-21,13334.9125,5.2
2017-03-21,15045.3175,4.9
2017-03-21,16988.9125,4.4
2017-03-21,18932.47375,4.4
2017-03-21,17428.585,4.6
2017-03-21,12777.025,5.8
2017-03-21,17611.52125,7.1
2017-03-21,18466.51,8.8
2017-03-21,18844.97125,11.1
2017-03-21,18826.63375,10.8
2017-03-21,18765.58,11.3
2017-03-21,18606.42625,11.1
2017-03-21,18335.7625,11.9
2017-03-21,17435.155,11.7
2017-03-21,16630.34125,9.6
2017-03-21,15746.5525,8.1
2017-03-21,15708.2125,7.3
2017-03-21,14809.21375,6.5
2017-03-21,14097.415,5.7
2017-03-22,13479.9925,4.9
2017-03-22,13078.31125,4.4
2017-03-22,12827.965,3.9
2017-03-22,12836.0425,3.7
2017-03-22,12943.1875,2.8
2017-03-22,13473.41125,2.6
2017-03-22,14963.53,2.1
2017-03-22,17034.62125,1.9
2017-03-22,19190.785,3.3
2017-03-22,19272.235,6
2017-03-22,19223.4325,8.7
2017-03-22,19067.54125,9.7
2017-03-22,18476.3875,11
2017-03-22,18950.11375,12
2017-03-22,19016.86,12.7
2017-03-22,18856.60375,13.3
2017-03-22,18704.4025,13.1
2017-03-22,18436.315,11.7
2017-03-22,17332.015,10.1
2017-03-22,16825.1575,8.7
2017-03-22,15678.14125,8.1
2017-03-22,14986.91875,7.6
2017-03-22,14740.20625,7.4
2017-03-22,14146.54375,7.1
2017-03-23,13577.17,6.9
2017-03-23,13151.0875,6.6
2017-03-23,12948.64375,6.2
2017-03-23,12996.83875,6.1
2017-03-23,13349.9875,6
2017-03-23,14208.7675,5.4
2017-03-23,15035.5525,5.3
2017-03-23,16750.94125,5.2
2017-03-23,19105.92625,5.9
2017-03-23,19442.2675,7.8
2017-03-23,19528.09375,9.5
2017-03-23,19160.6575,10.3
2017-03-23,18641.09875,12.7
2017-03-23,18930.47125,13.2
2017-03-23,18840.6625,13.8
2017-03-23,18682.7575,14.1
2017-03-23,18551.7625,14.1
2017-03-23,17738.37625,13.4
2017-03-23,16713.47875,12
2017-03-23,16454.84125,10.1
2017-03-23,15629.13625,9.2
2017-03-23,15160.12375,8.5
2017-03-23,14878.01875,8.3
2017-03-23,14138.30875,7.2
2017-03-24,13521.01,6.6
2017-03-24,13130.8375,5.8
2017-03-24,13018.495,5
2017-03-24,13012.83625,4.4
2017-03-24,13332.3475,4.2
2017-03-24,13477.1575,4.3
2017-03-24,14842.0525,4.1
2017-03-24,17175.40375,4
2017-03-24,18908.7925,5.1
2017-03-24,19146.145,6.9
2017-03-24,19226.9425,9.2
2017-03-24,18979.825,11.2
2017-03-24,18602.91625,12.6
2017-03-24,18819.43375,13.4
2017-03-24,18695.59375,13.6
2017-03-24,18753.89125,14.6
2017-03-24,18522.54625,14.6
2017-03-24,17834.27125,13.7
2017-03-24,16675.02625,11.3
2017-03-24,16184.38,9.8
2017-03-24,15411.0325,9.3
2017-03-24,14983.27375,8.8
2017-03-24,14791.9,8.3
2017-03-24,14192.89375,7.4
2017-03-25,13639.79875,7.1
2017-03-25,13200.9925,7.1
2017-03-25,13039.45375,7.2
2017-03-25,13179.98875,6.6
2017-03-25,13213.1875,6.3
2017-03-25,13265.4325,6.7
2017-03-25,13808.9425,6.5
2017-03-25,14468.2825,6.1
2017-03-25,15235.97125,6.8
2017-03-25,15820.70125,7.7
2017-03-25,15162.2275,8.9
2017-03-25,14729.24875,10.6
2017-03-25,14344.8025,11.4
2017-03-25,14005.91875,12.3
2017-03-25,13805.51125,12.5
2017-03-25,13636.345,12.4
2017-03-25,13693.34875,11.5
2017-03-25,13175.3425,10.7
2017-03-25,13007.515,9.5
2017-03-25,13043.8075,8
2017-03-25,12626.19625,6.6
2017-03-25,12460,5.9
2017-03-25,12578.04625,5.7
2017-03-25,12175.3525,5.7
2017-03-26,12535.0375,5
2017-03-26,12994.36375,5.2
2017-03-26,12839.45125,5.1
2017-03-26,12784.3825,5.2
2017-03-26,12788.01625,5.2
2017-03-26,12552.28375,5
2017-03-26,12789.7825,4.9
2017-03-26,13048.0825,4.8
2017-03-26,13597.78,5.3
2017-03-26,14082.475,7.4
2017-03-26,14887.67125,9.3
2017-03-26,14921.06125,10.6
2017-03-26,14682.0325,10.7
2017-03-26,14733.63625,11.1
2017-03-26,14783.83375,11.1
2017-03-26,14825.2675,10.5
2017-03-26,14899.81,9.7
2017-03-26,14581.1875,8.8
2017-03-26,14581.615,7.7
2017-03-26,14764.9,6.6
2017-03-26,14280.55375,6.3
2017-03-26,14086.55875,6.1
2017-03-26,14185.17625,6
2017-03-26,12282.115,5.8
2017-03-27,13142.11,5.8
2017-03-27,12881.29,5.6
2017-03-27,12733.31875,5.5
2017-03-27,12731.85625,5.3
2017-03-27,12782.425,5.2
2017-03-27,13296.1225,5
2017-03-27,14922.90625,4.8
2017-03-27,16948.3,4.5
2017-03-27,19297.73875,5.1
2017-03-27,19195.74625,6
2017-03-27,19475.33125,7.3
2017-03-27,19332.59125,8.6
2017-03-27,18872.095,8.8
2017-03-27,18580.23625,8.7
2017-03-27,19076.8675,9.7
2017-03-27,19112.62,6.9
2017-03-27,19126.075,5.4
2017-03-27,18264.89875,6.4
2017-03-27,17002.76125,6.9
2017-03-27,16606.525,6.5
2017-03-27,15821.185,5.9
2017-03-27,15320.065,5.7
2017-03-27,14903.8375,5.1
2017-03-27,14111.2525,4.7
2017-03-28,13501.22125,4.4
2017-03-28,13162.945,4.1
2017-03-28,13013.10625,3.8
2017-03-28,13030.195,3.4
2017-03-28,12706.02625,3
2017-03-28,13502.21125,2.5
2017-03-28,15038.41,2.7
2017-03-28,17179.465,2.9
2017-03-28,19330.0375,3.9
2017-03-28,19280.57125,5.4
2017-03-28,19371.58375,6.8
2017-03-28,19057.9,8.2
2017-03-28,18644.215,9.9
2017-03-28,18952.20625,12
2017-03-28,18909.0175,12.4
2017-03-28,18823.4275,12.5
2017-03-28,18856.94125,12
2017-03-28,18703.03,11.1
2017-03-28,17102.63875,10.1
2017-03-28,16562.29,8.8
2017-03-28,15874.00375,8
2017-03-28,15430.59625,7.4
2017-03-28,14977.85125,6.9
2017-03-28,14215.64125,6.3
2017-03-29,13576.63,5.5
2017-03-29,13183.11625,5.2
2017-03-29,13227.68875,5
2017-03-29,13279.10125,4.9
2017-03-29,13398.30625,5
2017-03-29,13637.61625,4.7
2017-03-29,14988.31375,4.8
2017-03-29,16868.0875,4.8
2017-03-29,19012.5625,5.4
2017-03-29,18722.09875,7.1
2017-03-29,18925.47625,9.5
2017-03-29,19084.0225,11
2017-03-29,18626.04625,12.7
2017-03-29,18952.94875,14
2017-03-29,18994.27,14
2017-03-29,18896.56375,14.3
2017-03-29,18698.72125,13.5
2017-03-29,18371.90875,13.3
2017-03-29,16874.51125,11.9
2017-03-29,16164.1975,10.6
2017-03-29,15546.3025,9.3
2017-03-29,15729.205,8.4
2017-03-29,14909.4625,7.6
2017-03-29,14040.54625,7.1
2017-03-30,13420.33375,6.4
2017-03-30,13039.74625,5.8
2017-03-30,12864.28,5.5
2017-03-30,12856.54,4.9
2017-03-30,13191.0025,4.5
2017-03-30,13488.26125,4.4
2017-03-30,14876.185,4.3
2017-03-30,17245.6825,4.3
2017-03-30,19080.38875,5.5
2017-03-30,19131.1375,8.2
2017-03-30,19219.945,10.9
2017-03-30,18923.38375,13
2017-03-30,18453.01,14.2
2017-03-30,18837.2875,15.6
2017-03-30,18717.07,16.9
2017-03-30,18660.9775,16.8
2017-03-30,18697.2025,16.7
2017-03-30,18371.2675,15.5
2017-03-30,17345.05375,14.8
2017-03-30,16536.4375,13.2
2017-03-30,15706.01875,11.7
2017-03-30,15118.51,10.6
2017-03-30,14567.5975,10.5
2017-03-30,14356.71625,10.8
2017-03-31,13695.55375,10.8
2017-03-31,13287.55,10.5
2017-03-31,13106.66125,10.4
2017-03-31,13079.605,10.1
2017-03-31,13375.525,9.9
2017-03-31,13512.91,9.9
2017-03-31,14685.84625,9.7
2017-03-31,16754.96875,9.6
2017-03-31,18530.30875,9.9
2017-03-31,18556.49875,10.2
2017-03-31,18888.5875,11.7
2017-03-31,18587.02,12.3
2017-03-31,18061.81375,12
2017-03-31,18631.84,9.8
2017-03-31,18615.415,9.2
2017-03-31,18465.19375,8.3
2017-03-31,18413.005,8
2017-03-31,18312.61,7.6
2017-03-31,16893.4675,7.7
2017-03-31,16101.97375,6.9
2017-03-31,15346.44625,6.3
2017-03-31,15247.58125,6.1
2017-03-31,14834.425,5.6
2017-03-31,14294.2675,5.3
2017-04-01,13649.02375,4.9
2017-04-01,13219.465,5.1
2017-04-01,12957.14875,5.7
2017-04-01,12943.57,5.7
2017-04-01,12944.50375,5.5
2017-04-01,13083.82375,5.6
2017-04-01,13664.335,5.6
2017-04-01,14354.5675,5.4
2017-04-01,15144.0925,6.6
2017-04-01,16085.09875,8.7
2017-04-01,16326.02875,9.3
2017-04-01,16324.69,9.9
2017-04-01,15943.4725,11.7
2017-04-01,15593.6425,12.9
2017-04-01,15355.7725,13.2
2017-04-01,15061.03375,14.8
2017-04-01,15124.82125,9.5
2017-04-01,14854.68625,12.1
2017-04-01,14344.90375,11.7
2017-04-01,14620.77625,10.2
2017-04-01,14157.04,9.2
2017-04-01,14015.2225,8.4
2017-04-01,13927.18,7.3
2017-04-01,13876.63375,5.9
2017-04-02,13359.87625,5.3
2017-04-02,12994.43125,4.9
2017-04-02,12843.0625,4.6
2017-04-02,12734.89375,4.2
2017-04-02,12719.93125,4
2017-04-02,12461.395,3.3
2017-04-02,12669.655,3.1
2017-04-02,12961.24375,3.2
2017-04-02,13683.1675,4.9
2017-04-02,14124.20125,7.7
2017-04-02,14871.145,10.1
2017-04-02,14892.77875,12.3
2017-04-02,14691.11125,13.5
2017-04-02,14779.2775,14.2
2017-04-02,14750.69125,15
2017-04-02,14693.83375,15.1
2017-04-02,14739.88,15.5
2017-04-02,14403.1225,14.2
2017-04-02,14293.78375,12.7
2017-04-02,14572.93,10.7
2017-04-02,14253.39625,9.5
2017-04-02,14159.8975,8.6
2017-04-02,14358.955,8.1
2017-04-02,13756.3825,7.5
2017-04-03,13199.58625,7.1
2017-04-03,12932.19625,6.4
2017-04-03,12783.9775,6
2017-04-03,12715.33,5.5
2017-04-03,12757.97875,5
2017-04-03,13129.88125,4.9
2017-04-03,14742.36625,4.4
2017-04-03,16469.15125,4.5
2017-04-03,18271.19875,6.4
2017-04-03,18718.6675,9.2
2017-04-03,19276.8025,11.7
2017-04-03,19057.50625,13.8
2017-04-03,18615.19,15.7
2017-04-03,18211.7425,17.5
2017-04-03,18815.69875,18.5
2017-04-03,18908.14,19
2017-04-03,18683.8825,18.2
2017-04-03,18005.98,18
2017-04-03,16945.7125,16.2
2017-04-03,16608.40375,14
2017-04-03,15825.2575,12.8
2017-04-03,15348.38125,11.7
2017-04-03,14760.2425,10.9
2017-04-03,14196.3925,10
2017-04-04,13538.695,9.5
2017-04-04,13042.7725,8.9
2017-04-04,12956.6875,8.5
2017-04-04,12923.68,8
2017-04-04,13136.2825,7.4
2017-04-04,13482.43375,7.2
2017-04-04,14811.53125,7
2017-04-04,16568.0725,6.7
2017-04-04,18062.57875,8.8
2017-04-04,18560.75125,11.7
2017-04-04,19170.1075,15.1
2017-04-04,19030.32625,16.9
2017-04-04,18489.42625,19
2017-04-04,18472.855,20.4
2017-04-04,19019.785,21.3
2017-04-04,18849.91,21.4
2017-04-04,18726.97,20.8
2017-04-04,18031.86625,19.5
2017-04-04,16959.67375,17.7
2017-04-04,16519.93375,15.6
2017-04-04,15673.2025,14.7
2017-04-04,15178.25875,14.3
2017-04-04,14714.185,14
2017-04-04,14080.1125,13.6
2017-04-05,13514.125,13.3
2017-04-05,13162.855,13.2
2017-04-05,13055.36125,12.8
2017-04-05,12989.425,12.3
2017-04-05,13132.35625,11.9
2017-04-05,13476.28,11.5
2017-04-05,14575.28125,11.4
2017-04-05,16367.74375,11.6
2017-04-05,18413.2075,11.9
2017-04-05,19312.45375,11.9
2017-04-05,19242.355,12.5
2017-04-05,19128.44875,13.1
2017-04-05,18756.7375,14
2017-04-05,18835.83625,14.1
2017-04-05,19201.30375,13.4
2017-04-05,19356.3175,12.4
2017-04-05,18841.3825,11.2
2017-04-05,18099.31,10.8
2017-04-05,17079.75625,10.8
2017-04-05,16463.4925,10.8
2017-04-05,15989.42875,10.8
2017-04-05,15585.95875,11
2017-04-05,15022.3225,11.4
2017-04-05,14822.75875,11.7
2017-04-06,14293.9525,12.4
2017-04-06,13815.2425,12.1
2017-04-06,13538.5375,11.7
2017-04-06,13521.4375,11
2017-04-06,13541.71,10.8
2017-04-06,13840.92625,10.7
2017-04-06,15300.00625,10.5
2017-04-06,17008.69,10
2017-04-06,18187.015,9.7
2017-04-06,18491.96875,9.5
2017-04-06,19043.725,9.6
2017-04-06,18790.65625,10.2
2017-04-06,18327.865,10.3
2017-04-06,18735.565,11.2
2017-04-06,18650.83,12
2017-04-06,18493.465,11.6
2017-04-06,18195.28375,11.4
2017-04-06,17572.2025,10.6
2017-04-06,16567.90375,10.6
2017-04-06,16178.3725,10.4
2017-04-06,16053.73375,10.2
2017-04-06,15520.1125,10.1
2017-04-06,15241.585,10
2017-04-06,14660.91625,9.9
2017-04-07,14082.53125,9.9
2017-04-07,13706.5,9.7
2017-04-07,13452.28375,9.4
2017-04-07,13381.9825,9.2
2017-04-07,13610.00875,9
2017-04-07,13975.06,9
2017-04-07,15153.68875,9
2017-04-07,16905.47125,9.2
2017-04-07,17882.78125,9.8
2017-04-07,18259.96,11.5
2017-04-07,18797.04625,14.5
2017-04-07,18534.1675,16.2
2017-04-07,18149.13625,17.7
2017-04-07,18514.8175,19.1
2017-04-07,17833.25875,21.3
2017-04-07,18456.9475,22.8
2017-04-07,18312.565,23
2017-04-07,17474.1925,20.9
2017-04-07,16413.82375,19.4
2017-04-07,16010.78125,16.9
2017-04-07,15850.58125,15.2
2017-04-07,15411.3475,14.3
2017-04-07,15158.43625,13.3
2017-04-07,14744.7625,12.8
2017-04-08,14146.11625,12.3
2017-04-08,13758.14875,11.9
2017-04-08,13593.76375,11.3
2017-04-08,13394.245,10.6
2017-04-08,13326.93625,9.9
2017-04-08,13368.55,9.4
2017-04-08,14143.07875,9.1
2017-04-08,14793.115,8.6
2017-04-08,15137.26375,9.1
2017-04-08,15406.375,10.2
2017-04-08,16114.6975,12
2017-04-08,16054.3075,14.7
2017-04-08,15881.92375,15.8
2017-04-08,15335.64625,17.8
2017-04-08,15120.5575,18.6
2017-04-08,14923.71625,19.4
2017-04-08,14970.04375,19.5
2017-04-08,14464.08625,16.9
2017-04-08,14172.68875,15.2
2017-04-08,14181.16,13.5
2017-04-08,14201.41,13
2017-04-08,14075.57875,12.5
2017-04-08,14313.28,12.1
2017-04-08,14307.925,11.4
2017-04-09,13865.24875,11.3
2017-04-09,13472.24125,11.4
2017-04-09,13209.4975,11.6
2017-04-09,13126.765,11.7
2017-04-09,13157.2525,11.9
2017-04-09,12815.64625,11.1
2017-04-09,13071.02125,10.7
2017-04-09,13417.02625,10.7
2017-04-09,13811.4175,11.3
2017-04-09,14206.09,12.8
2017-04-09,14642.9275,14.7
2017-04-09,14721.925,17.1
2017-04-09,14638.8775,18.3
2017-04-09,14634.0175,19.5
2017-04-09,14477.54125,20
2017-04-09,14457.6625,20.5
2017-04-09,14569.22875,19.6
2017-04-09,14189.54125,18.2
2017-04-09,14243.13625,17.3
2017-04-09,14603.33875,15.9
2017-04-09,14535.6475,14.8
2017-04-09,14583.56125,14.2
2017-04-09,14697.92875,13.9
2017-04-09,14494.28125,13.5
2017-04-10,14029.105,13.1
2017-04-10,13641.745,12.7
2017-04-10,13554.4225,12.2
2017-04-10,13529.335,11.7
2017-04-10,13486.97875,11.2
2017-04-10,13670.46625,10.9
2017-04-10,14918.0575,10.4
2017-04-10,16609.14625,10.3
2017-04-10,18001.5475,12.1
2017-04-10,18365.4175,14
2017-04-10,18887.62,16.3
2017-04-10,18804.7075,18
2017-04-10,18089.5225,19.5
2017-04-10,18578.86375,20.4
2017-04-10,18505.13125,21.2
2017-04-10,18361.435,22.3
2017-04-10,18408.26875,23
2017-04-10,17547.2275,22
2017-04-10,16516.13125,21.7
2017-04-10,16332.86875,19.9
2017-04-10,15791.00125,18.8
2017-04-10,15197.3725,17.2
2017-04-10,14722.02625,16.6
2017-04-10,14377.84375,15.5
2017-04-11,13714.88125,15.1
2017-04-11,13313.47,14.6
2017-04-11,13281.64375,14.3
2017-04-11,13438.93,14
2017-04-11,13513.8775,13.5
2017-04-11,13804.36375,13.2
2017-04-11,14779.21,13
2017-04-11,16617.17875,12.6
2017-04-11,18062.23,12
2017-04-11,18264.22375,12.6
2017-04-11,18991.0075,14.5
2017-04-11,18870.32875,16
2017-04-11,18302.99125,18.7
2017-04-11,18609.8575,18.9
2017-04-11,18671.65375,19.7
2017-04-11,18412.465,19.7
2017-04-11,18243.5575,19.9
2017-04-11,17558.725,19.4
2017-04-11,16392.98875,18.7
2017-04-11,16138.0525,17.4
2017-04-11,15686.7475,16
2017-04-11,15265.04125,14.4
2017-04-11,14857.85875,13.2
2017-04-11,14532.4525,12.2
2017-04-12,13868.69125,11.5
2017-04-12,13465.7275,10.8
2017-04-12,13240.55875,10.3
2017-04-12,13282.22875,10.2
2017-04-12,13505.53,10.9
2017-04-12,13743.6475,10.4
2017-04-12,14788.76125,9.3
2017-04-12,16415.7475,9
2017-04-12,17364.58375,9.8
2017-04-12,18100.98625,11.1
2017-04-12,18734.1925,12.3
2017-04-12,18373.16875,13.1
2017-04-12,17863.2175,14.3
2017-04-12,18111.55,14.6
2017-04-12,17226.49,15.9
2017-04-12,18024.57625,15.8
2017-04-12,18087.8125,15.2
2017-04-12,17276.72125,14
2017-04-12,16056.085,12.4
2017-04-12,15545.38,11.3
2017-04-12,15246.805,10.5
2017-04-12,14859.2425,10.1
2017-04-12,14525.26375,9.5
2017-04-12,14236.38625,9
2017-04-13,13741.79125,8.8
2017-04-13,13414.36,8.4
2017-04-13,13277.18875,7.9
2017-04-13,13136.83375,7.5
2017-04-13,13177.1875,6.8
2017-04-13,13309.78,6.6
2017-04-13,14836.97875,6.4
2017-04-13,16466.98,6.3
2017-04-13,17741.93125,8.7
2017-04-13,18114.25,11.2
2017-04-13,18672.66625,13.3
2017-04-13,18288.1075,15.5
2017-04-13,17860.77625,16.3
2017-04-13,18165.595,16.5
2017-04-13,18254.59375,18
2017-04-13,18173.90875,19
2017-04-13,18116.03875,19.1
2017-04-13,17344.44625,17.4
2017-04-13,16267.09,15.9
2017-04-13,15967.49125,14
2017-04-13,15478.7125,13.6
2017-04-13,15150.505,13.3
2017-04-13,14758.8925,12.7
2017-04-13,14500.98625,12.4
2017-04-14,13997.97625,12.2
2017-04-14,13513.07875,12.4
2017-04-14,13362.17125,12.1
2017-04-14,13240.0075,11.7
2017-04-14,13337.82625,11.1
2017-04-14,13684.79875,10.5
2017-04-14,14969.07625,10.1
2017-04-14,16522.31875,10.5
2017-04-14,17803.4125,13.4
2017-04-14,18204.19375,15.1
2017-04-14,18895.57375,16.9
2017-04-14,18421.3075,17.3
2017-04-14,18060.835,16.8
2017-04-14,18522.77125,13.2
2017-04-14,18351.6025,12.3
2017-04-14,18204.93625,13
2017-04-14,18034.13875,12.9
2017-04-14,17309.45875,13.3
2017-04-14,16027.915,13.3
2017-04-14,15582.685,12.9
2017-04-14,15061.2925,12.5
2017-04-14,15189.43,12.2
2017-04-14,14604.2275,11.8
2017-04-14,14461.38625,11.7
2017-04-15,13958.15125,11.5
2017-04-15,13690.345,11.4
2017-04-15,13384.28875,11.3
2017-04-15,13285.66,11
2017-04-15,13281.6325,11
2017-04-15,13282.7125,11.1
2017-04-15,14143.63,11.4
2017-04-15,14676.3175,11.4
2017-04-15,15081.57625,12.4
2017-04-15,16094.54875,14.7
2017-04-15,16230.02125,16.8
2017-04-15,16251.3175,18.6
2017-04-15,15957.32125,20.1
2017-04-15,15521.63125,21.9
2017-04-15,15251.72125,23.3
2017-04-15,14978.61625,24.2
2017-04-15,14977.01875,22.4
2017-04-15,14835.685,22.1
2017-04-15,14227.1725,20.7
2017-04-15,14236.63375,19.2
2017-04-15,14183.84875,18
2017-04-15,13999.07875,17.2
2017-04-15,14201.7475,16.3
2017-04-15,14256.65875,15.6
2017-04-16,13825.435,15
2017-04-16,13469.5525,14.3
2017-04-16,13255.07125,13.5
2017-04-16,13185.09625,13.4
2017-04-16,13169.18875,13.2
2017-04-16,12813.59875,13
2017-04-16,13075.63375,13.2
2017-04-16,13399.61125,12.9
2017-04-16,13770.68125,14.7
2017-04-16,14732.82625,17.2
2017-04-16,14892.05875,19.9
2017-04-16,14509.15375,21.4
2017-04-16,14377.2475,22.6
2017-04-16,14491.615,23.4
2017-04-16,14510.79625,23.9
2017-04-16,14532.26125,23.4
2017-04-16,14617.6825,23.5
2017-04-16,14922.4675,23.2
2017-04-16,14569.47625,22.3
2017-04-16,14656.52875,21.5
2017-04-16,14726.34625,20.4
2017-04-16,14609.29,19.9
2017-04-16,14757.925,19.2
2017-04-16,14592.33625,18.5
2017-04-17,14227.285,17.9
2017-04-17,13785.55375,17.4
2017-04-17,13701.71875,17.1
2017-04-17,13651.96,16.4
2017-04-17,13720,16.2
2017-04-17,13843.705,16
2017-04-17,14901.565,16.2
2017-04-17,16715.43625,16.6
2017-04-17,17542.06375,17.1
2017-04-17,19106.005,17.3
2017-04-17,19088.98375,17.8
2017-04-17,18767.7175,17.9
2017-04-17,18484.195,16.1
2017-04-17,18741.3925,13.8
2017-04-17,18622.7275,13.2
2017-04-17,18430.07125,13.2
2017-04-17,18305.68,14.6
2017-04-17,18069.25,15.1
2017-04-17,16597.9075,14.6
2017-04-17,16188.03625,14.2
2017-04-17,15748.4875,13.5
2017-04-17,15216.25,12.8
2017-04-17,14826.055,12.1
2017-04-17,14488.195,11.5
2017-04-18,13820.3275,11.2
2017-04-18,13456.76125,10.9
2017-04-18,13256.48875,10.6
2017-04-18,13292.4775,10.4
2017-04-18,13386.33625,9.9
2017-04-18,13664.8525,9.8
2017-04-18,14819.08,10.1
2017-04-18,16537.8775,10.7
2017-04-18,17806.4275,11.8
2017-04-18,18856.6375,13.5
2017-04-18,18729.14125,14.5
2017-04-18,18523.3675,17.2
2017-04-18,18362.05375,16.6
2017-04-18,18677.57125,14.4
2017-04-18,18603.65875,12.7
2017-04-18,18617.49625,11.6
2017-04-18,18373.81,11.5
2017-04-18,18072.76,11.2
2017-04-18,16685.005,11.4
2017-04-18,16204.73125,11.4
2017-04-18,15833.07625,10.8
2017-04-18,15849.3775,10.4
